[DEBUG] [2021-07-02 14:00:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7204744ca05f4ad786d890fdfb602bc6, msgType : 19
[DEBUG] [2021-07-02 14:44:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b7316b6ebfba498a90bc06702ee3de3c, msgType : 19
[DEBUG] [2021-07-02 14:44:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8bc744aca54b498994bfff52a9c0b36c, msgType : 19
[DEBUG] [2021-07-02 14:44:02] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 051a34cdefd545beb0eb9d1584f1a604, msgType : 19
[DEBUG] [2021-07-02 14:44:02] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d4fc39aba0e549c186cb735ece287d7d, msgType : 19
[DEBUG] [2021-07-02 14:44:04] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : de0b6a7ca8114199aa4184b4431469b4, msgType : 19
[DEBUG] [2021-07-02 14:44:04] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0eecccccf74c4de8b0ee1ca929588fca, msgType : 19
[DEBUG] [2021-07-02 14:44:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3af93dd010ff4012b522ef709408e2c0, msgType : 19
[DEBUG] [2021-07-02 14:44:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7062ab7a014d4daa82043e831c3fe9b9, msgType : 19
[DEBUG] [2021-07-02 14:44:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4815c06c98f24cd3979fa8f9c9b68445, msgType : 19
[DEBUG] [2021-07-02 14:44:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ca6e0362aa8a494f8c907c90d265cd40, msgType : 19
[DEBUG] [2021-07-02 14:44:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ed78bbabbade4e8e933e9ff27443d0df, msgType : 18
[DEBUG] [2021-07-02 14:44:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5bd2e09403f248858195d46c05c0565b, msgType : 18
[DEBUG] [2021-07-02 14:44:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 34db32a84f4345dcad36c0ffbe081190, msgType : 19
[DEBUG] [2021-07-02 14:44:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cda34fcc6b7949178e79afe4aaee0215, msgType : 19
[INFO] [2021-07-02 14:44:12] FrameworkServlet.initServletBean(525) | Initializing Servlet 'dispatcherServlet'
[DEBUG] [2021-07-02 14:44:12] DispatcherServlet.initMultipartResolver(520) | Detected StandardServletMultipartResolver
[DEBUG] [2021-07-02 14:44:12] DispatcherServlet.initLocaleResolver(544) | Detected AcceptHeaderLocaleResolver
[DEBUG] [2021-07-02 14:44:12] DispatcherServlet.initThemeResolver(569) | Detected FixedThemeResolver
[DEBUG] [2021-07-02 14:44:12] DispatcherServlet.initRequestToViewNameTranslator(719) | Detected org.springframework.web.servlet.view.DefaultRequestToViewNameTranslator@563438a1
[DEBUG] [2021-07-02 14:44:12] DispatcherServlet.initFlashMapManager(783) | Detected org.springframework.web.servlet.support.SessionFlashMapManager@24452dcc
[DEBUG] [2021-07-02 14:44:12] FrameworkServlet.initServletBean(542) | enableLoggingRequestDetails='false': request parameters and headers will be masked to prevent unsafe logging of potentially sensitive data
[INFO] [2021-07-02 14:44:12] FrameworkServlet.initServletBean(547) | Completed initialization in 2 ms
[DEBUG] [2021-07-02 14:44:12] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=port&password=123&user_type=1&portname=GuangZhou%20Port", parameters={masked}
[DEBUG] [2021-07-02 14:44:12] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-02 14:44:12] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x51191ae41ae7aad42f9deb382086da0d95020929
[DEBUG] [2021-07-02 14:44:12] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-02 14:44:12] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-02 14:44:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a305cf0efab348489786d65aaeb0d1c3, msgType : 18
[DEBUG] [2021-07-02 14:44:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:44:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a305cf0efab348489786d65aaeb0d1c3, msgType : 4096
[DEBUG] [2021-07-02 14:44:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:44:12] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:44:12] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:44:12] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:44:12] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 232, groupId: 1
[DEBUG] [2021-07-02 14:44:12] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 232, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-02 14:44:12] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 232, groupId: 1
[DEBUG] [2021-07-02 14:44:12] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 232, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-02 14:44:12] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-02 14:44:12] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@6c49569d]
[DEBUG] [2021-07-02 14:44:12] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-02 14:44:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6f078263e69249dd9770d78041fcc76a, msgType : 19
[DEBUG] [2021-07-02 14:44:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4c0b12c378174913ac42de96edf6f6e7, msgType : 19
[DEBUG] [2021-07-02 14:44:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9b7e361236fa49a9bcde7190b9594861, msgType : 19
[DEBUG] [2021-07-02 14:44:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a791bf9768a441119dbceec4bb4ae136, msgType : 19
[DEBUG] [2021-07-02 14:44:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d0e6e69c77474f9aa4b62da03d10f686, msgType : 19
[DEBUG] [2021-07-02 14:44:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3ef78db707c34afa8e6e4e4c122cb157, msgType : 19
[DEBUG] [2021-07-02 14:44:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0daa350256eb4b9ab25574b70f907e73, msgType : 19
[DEBUG] [2021-07-02 14:44:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 69078ff8ddd247348ab99fde395aa6d0, msgType : 19
[DEBUG] [2021-07-02 14:44:20] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-02 14:44:20] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-02 14:44:20] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x51191ae41ae7aad42f9deb382086da0d95020929
[DEBUG] [2021-07-02 14:44:20] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-02 14:44:20] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-02 14:44:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 824348e713ef41b6a79d3c5d582ed3ab, msgType : 18
[DEBUG] [2021-07-02 14:44:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:44:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:44:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 824348e713ef41b6a79d3c5d582ed3ab, msgType : 4096
[DEBUG] [2021-07-02 14:44:20] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:44:20] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:44:20] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 233, groupId: 1
[DEBUG] [2021-07-02 14:44:20] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 233, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-02 14:44:20] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:44:20] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 233, groupId: 1
[DEBUG] [2021-07-02 14:44:20] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 233, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-02 14:44:20] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-02 14:44:20] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@2f588b66]
[DEBUG] [2021-07-02 14:44:20] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-02 14:44:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ced8984d2f644f7c9965db9b7944e724, msgType : 19
[DEBUG] [2021-07-02 14:44:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a68dd65b3683433fbbcd024bfd34593a, msgType : 19
[DEBUG] [2021-07-02 14:44:22] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=buyer&password=123&user_type=2", parameters={masked}
[DEBUG] [2021-07-02 14:44:22] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-02 14:44:22] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x51191ae41ae7aad42f9deb382086da0d95020929
[DEBUG] [2021-07-02 14:44:22] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-02 14:44:22] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-02 14:44:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 85c674a0818043dab554734de1e2fb9f, msgType : 18
[DEBUG] [2021-07-02 14:44:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:44:22] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:44:22] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 234, groupId: 1
[DEBUG] [2021-07-02 14:44:22] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 234, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-02 14:44:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:44:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 85c674a0818043dab554734de1e2fb9f, msgType : 4096
[DEBUG] [2021-07-02 14:44:22] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:44:22] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:44:22] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 234, groupId: 1
[DEBUG] [2021-07-02 14:44:22] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 234, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-02 14:44:22] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-02 14:44:22] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@5cec5e4]
[DEBUG] [2021-07-02 14:44:22] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-02 14:44:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e16f08395af046c4bbfd34e1784e3636, msgType : 19
[DEBUG] [2021-07-02 14:44:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 80d9ba4142644c0bb54de41c34fe89eb, msgType : 19
[DEBUG] [2021-07-02 14:44:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : de9f124ed8c748eb964cddc60f5549ee, msgType : 19
[DEBUG] [2021-07-02 14:44:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c94f3a3c69554cd5bd284a31f5368177, msgType : 19
[DEBUG] [2021-07-02 14:44:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5d911b09f8534dfc85e8d41fc198493d, msgType : 19
[DEBUG] [2021-07-02 14:44:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1f6e5b7cb92f4b3db940128d80635350, msgType : 19
[DEBUG] [2021-07-02 14:44:28] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-02 14:44:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1a9ad21cfab64820a88576a4cf4030dc, msgType : 19
[DEBUG] [2021-07-02 14:44:28] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String, int)
[DEBUG] [2021-07-02 14:44:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 246f547ef58a46e9adeceb27ade03091, msgType : 19
[INFO] [2021-07-02 14:44:28] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x51191ae41ae7aad42f9deb382086da0d95020929
[DEBUG] [2021-07-02 14:44:28] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-02 14:44:28] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-02 14:44:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1ce4edda19fc412984b481560234ca85, msgType : 18
[DEBUG] [2021-07-02 14:44:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:44:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:44:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1ce4edda19fc412984b481560234ca85, msgType : 4096
[DEBUG] [2021-07-02 14:44:28] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:44:28] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:44:28] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 235, groupId: 1
[DEBUG] [2021-07-02 14:44:28] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 235, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-02 14:44:28] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:44:28] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 235, groupId: 1
[DEBUG] [2021-07-02 14:44:28] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 235, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-02 14:44:28] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-02 14:44:28] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@78e7f336]
[DEBUG] [2021-07-02 14:44:28] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-02 14:44:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 99ac650a00204904a5284a11a7fd7546, msgType : 19
[DEBUG] [2021-07-02 14:44:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 161b99c034d4459d9b1658b3e5004c74, msgType : 19
[DEBUG] [2021-07-02 14:44:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 43fd1fab671942229feca550517c9f1e, msgType : 19
[DEBUG] [2021-07-02 14:44:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 64139ae0d2c04d4096125c5e19bd49bb, msgType : 19
[DEBUG] [2021-07-02 14:44:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ca2a082a2114428c8d5489f50c6c6214, msgType : 19
[DEBUG] [2021-07-02 14:44:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9e3ea4488e144ca4a70640d027fef724, msgType : 19
[DEBUG] [2021-07-02 14:44:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : dfe4bd6dd09d41a8b3bbd2d75f105a06, msgType : 19
[DEBUG] [2021-07-02 14:44:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cb00e862718844ac8f63182396d459ab, msgType : 19
