[DEBUG] [2021-07-09 11:22:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 124730023b9c40e8bc81d7422ddf26a0, msgType : 19
[DEBUG] [2021-07-09 11:30:38] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 927, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 453b251d488a4072b1b567adec09ae46, msgType : 4096
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:38] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:30:38] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@118078d8]
[DEBUG] [2021-07-09 11:30:38] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:30:38] LogFormatUtils.traceDebug(91) | POST "/v1/chain/giveRight?from=seller&to=port&id=714938432&token=998244360987710480", parameters={masked}
[DEBUG] [2021-07-09 11:30:38] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.ChainController#giveRight(String, String, String, String)
[INFO] [2021-07-09 11:30:38] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x75cda7dbbb8a7b9ad30329673fb955955e7197dc
[DEBUG] [2021-07-09 11:30:38] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:30:38] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e18ee72788404ef28ec1341058c827e8, msgType : 18
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dc7310b769024aca824f08cc52e38dde, msgType : 18
[DEBUG] [2021-07-09 11:30:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:39] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dc7310b769024aca824f08cc52e38dde, msgType : 4096
[DEBUG] [2021-07-09 11:30:39] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:39] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 928, groupId: 1
[DEBUG] [2021-07-09 11:30:39] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 928, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-09 11:30:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:39] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:39] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 928, groupId: 1
[DEBUG] [2021-07-09 11:30:39] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 928, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-09 11:30:39] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:30:39] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@45163842]
[DEBUG] [2021-07-09 11:30:39] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:30:39] LogFormatUtils.traceDebug(91) | POST "/v1/chain/giveRight?from=seller&to=port2&id=714938432&token=998244360987710480", parameters={masked}
[DEBUG] [2021-07-09 11:30:39] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.ChainController#giveRight(String, String, String, String)
[INFO] [2021-07-09 11:30:39] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x75cda7dbbb8a7b9ad30329673fb955955e7197dc
[DEBUG] [2021-07-09 11:30:39] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:30:39] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:30:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0088d3a4b61a4cec93207415bb24c131, msgType : 18
[DEBUG] [2021-07-09 11:30:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1ed04379f81a40389b8d3d351252057a, msgType : 18
[DEBUG] [2021-07-09 11:30:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1ed04379f81a40389b8d3d351252057a, msgType : 4096
[DEBUG] [2021-07-09 11:30:39] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:39] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 929, groupId: 1
[DEBUG] [2021-07-09 11:30:39] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 929, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-09 11:30:39] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:39] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:39] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 929, groupId: 1
[DEBUG] [2021-07-09 11:30:39] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 929, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-09 11:30:39] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:30:39] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@fe1a510]
[DEBUG] [2021-07-09 11:30:39] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:30:39] LogFormatUtils.traceDebug(91) | POST "/v1/chain/addNode?user_id=port&id=714938432&in_time=20210702&out_time=20210703&token=11464993413334988409", parameters={masked}
[DEBUG] [2021-07-09 11:30:39] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.ChainController#addNode(String, String, String, String, String)
[INFO] [2021-07-09 11:30:39] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x75cda7dbbb8a7b9ad30329673fb955955e7197dc
[DEBUG] [2021-07-09 11:30:39] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:30:39] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:30:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1fed8c2668874051907eca08d1dcff72, msgType : 18
[DEBUG] [2021-07-09 11:30:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5acf151ae20a431daf1ef089333888f4, msgType : 18
[DEBUG] [2021-07-09 11:30:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:40] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:40] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 930, groupId: 1
[DEBUG] [2021-07-09 11:30:40] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 930, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-09 11:30:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:40] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5acf151ae20a431daf1ef089333888f4, msgType : 4096
[DEBUG] [2021-07-09 11:30:40] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:40] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 930, groupId: 1
[DEBUG] [2021-07-09 11:30:40] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 930, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-09 11:30:40] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:30:40] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@55245888]
[DEBUG] [2021-07-09 11:30:40] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:30:40] LogFormatUtils.traceDebug(91) | POST "/v1/chain/addNode?user_id=port2&id=714938432&in_time=20210704&out_time=20210705&token=12250841251494855000", parameters={masked}
[DEBUG] [2021-07-09 11:30:40] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.ChainController#addNode(String, String, String, String, String)
[INFO] [2021-07-09 11:30:40] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x75cda7dbbb8a7b9ad30329673fb955955e7197dc
[DEBUG] [2021-07-09 11:30:40] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:30:40] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:30:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0492254657cc4dfba61f8d2bd07bba06, msgType : 18
[DEBUG] [2021-07-09 11:30:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 587dafe7ea90474093c22d7510e22c02, msgType : 18
[DEBUG] [2021-07-09 11:30:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 52e57d19df914963831e7acc338450d9, msgType : 19
[DEBUG] [2021-07-09 11:30:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8932754e11304116aef7c14ae78c911f, msgType : 19
[DEBUG] [2021-07-09 11:30:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:40] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:40] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 931, groupId: 1
[DEBUG] [2021-07-09 11:30:40] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 931, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-09 11:30:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:40] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 587dafe7ea90474093c22d7510e22c02, msgType : 4096
[DEBUG] [2021-07-09 11:30:40] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 931, groupId: 1
[DEBUG] [2021-07-09 11:30:40] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:40] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 931, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-09 11:30:40] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:30:40] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@5ca56bc1]
[DEBUG] [2021-07-09 11:30:40] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:30:40] LogFormatUtils.traceDebug(91) | POST "/v1/query/showPath?id=714938432", parameters={masked}
[DEBUG] [2021-07-09 11:30:40] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.QueryController#showPath(String)
[INFO] [2021-07-09 11:30:40] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x75cda7dbbb8a7b9ad30329673fb955955e7197dc
[DEBUG] [2021-07-09 11:30:40] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:30:40] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:30:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3d5f579cb1d2426d9b9256070b779087, msgType : 18
[DEBUG] [2021-07-09 11:30:40] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:30:40] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@294b776e]
[DEBUG] [2021-07-09 11:30:40] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:30:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b6f6380e50674d5581627a03d134055f, msgType : 19
[DEBUG] [2021-07-09 11:30:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 480f2e1fa57f4d78a7efb0e69137dc95, msgType : 19
[DEBUG] [2021-07-09 11:30:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e6da0b77e76c4793ab227d0ecc26910e, msgType : 19
[DEBUG] [2021-07-09 11:30:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8ff01724cdee40698ce213d25f55748f, msgType : 19
[DEBUG] [2021-07-09 11:30:44] LogFormatUtils.traceDebug(91) | POST "/v1/query/showPath?id=714938432", parameters={masked}
[DEBUG] [2021-07-09 11:30:44] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.QueryController#showPath(String)
[INFO] [2021-07-09 11:30:44] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x75cda7dbbb8a7b9ad30329673fb955955e7197dc
[DEBUG] [2021-07-09 11:30:44] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:30:44] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:30:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 726fe0487f184157a3c84b0fdc19305b, msgType : 18
[DEBUG] [2021-07-09 11:30:44] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:30:44] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@e427321]
[DEBUG] [2021-07-09 11:30:44] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:30:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9b6a5cfc7f1642378ccd3460dd43988f, msgType : 19
[DEBUG] [2021-07-09 11:30:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b4db7c72a9044f739c9b924187bc3690, msgType : 19
[DEBUG] [2021-07-09 11:30:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6ad718b495ed47c1842d7346a464b341, msgType : 19
[DEBUG] [2021-07-09 11:30:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4bffd5aaf6484345a6a6a1f71284dcf6, msgType : 19
[DEBUG] [2021-07-09 11:30:49] ApplicationAvailabilityBean.onApplicationEvent(77) | Application availability state ReadinessState changed from ACCEPTING_TRAFFIC to REFUSING_TRAFFIC
[DEBUG] [2021-07-09 11:30:49] AbstractApplicationContext.doClose(1049) | Closing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5f9b2141, started on Fri Jul 09 11:30:26 CST 2021
[DEBUG] [2021-07-09 11:30:49] DefaultLifecycleProcessor$LifecycleGroup.stop(365) | Stopping beans in phase 2147483647
[DEBUG] [2021-07-09 11:30:49] DefaultLifecycleProcessor.lambda$doStop$3(238) | Bean 'webServerGracefulShutdown' completed its stop procedure
[DEBUG] [2021-07-09 11:30:49] DefaultLifecycleProcessor$LifecycleGroup.stop(365) | Stopping beans in phase 2147483646
[DEBUG] [2021-07-09 11:30:49] DefaultLifecycleProcessor.lambda$doStop$3(238) | Bean 'webServerStartStop' completed its stop procedure
[DEBUG] [2021-07-09 11:30:49] ExecutorConfigurationSupport.shutdown(218) | Shutting down ExecutorService 'applicationTaskExecutor'
[DEBUG] [2021-07-09 11:30:54] AbstractEnvironment.setActiveProfiles(296) | Activating profiles []
[INFO] [2021-07-09 11:30:54] StartupInfoLogger.logStarting(55) | Starting DemoApplication using Java 11.0.11 on fisco-VirtualBox with PID 39252 (/home/fisco/IdeaProjects/fisco-app/build/classes/java/main started by fisco in /home/fisco/IdeaProjects/fisco-app)
