[DEBUG] [2021-07-08 17:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1d23f1bb37874d1ba5a22151c80ade2e, msgType : 19
[DEBUG] [2021-07-08 17:21:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f82283416c8c4f8abebe09461082feb2, msgType : 19
[DEBUG] [2021-07-08 17:21:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a96198f9434344a4a8625fef4584b061, msgType : 19
[DEBUG] [2021-07-08 17:21:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9c6811d7cc364df98b8f908f98d6a44e, msgType : 4096
[DEBUG] [2021-07-08 17:21:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:47] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:47] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:47] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:47] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 813, groupId: 1
[DEBUG] [2021-07-08 17:21:47] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 813, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-08 17:21:47] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 813, groupId: 1
[DEBUG] [2021-07-08 17:21:47] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 813, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-08 17:21:47] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:21:47] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@6486aec9]
[DEBUG] [2021-07-08 17:21:47] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:21:47] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=port2&password=123&user_type=1", parameters={masked}
[DEBUG] [2021-07-08 17:21:47] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-08 17:21:47] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x3d1725a37bf0ecd9fef2e75e661197d35386d817
[DEBUG] [2021-07-08 17:21:47] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:21:47] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:21:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7b23ab030c8842b197b0ecb5317712d3, msgType : 18
[DEBUG] [2021-07-08 17:21:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:47] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7b23ab030c8842b197b0ecb5317712d3, msgType : 4096
[DEBUG] [2021-07-08 17:21:47] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:47] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 814, groupId: 1
[DEBUG] [2021-07-08 17:21:47] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 814, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-08 17:21:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:47] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:47] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:21:47] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 814, groupId: 1
[DEBUG] [2021-07-08 17:21:47] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@44dc400a]
[DEBUG] [2021-07-08 17:21:47] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 814, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-08 17:21:47] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:21:47] LogFormatUtils.traceDebug(91) | POST "/v1/chain/genId?user_id=seller&token=998244360987710480", parameters={masked}
[DEBUG] [2021-07-08 17:21:47] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.ChainController#genId(String, String)
[INFO] [2021-07-08 17:21:47] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x3d1725a37bf0ecd9fef2e75e661197d35386d817
[DEBUG] [2021-07-08 17:21:47] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:21:47] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:21:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fc41550e55f04155b202f83f700c5a4b, msgType : 18
[DEBUG] [2021-07-08 17:21:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:48] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:48] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:48] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 815, groupId: 1
[DEBUG] [2021-07-08 17:21:48] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 815, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-08 17:21:48] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 815, groupId: 1
[DEBUG] [2021-07-08 17:21:48] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 815, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-08 17:21:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fc41550e55f04155b202f83f700c5a4b, msgType : 4096
[DEBUG] [2021-07-08 17:21:48] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d0473d80e0ef48f8b4a089522cf54294, msgType : 18
[DEBUG] [2021-07-08 17:21:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d0473d80e0ef48f8b4a089522cf54294, msgType : 4096
[DEBUG] [2021-07-08 17:21:48] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:48] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:48] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 816, groupId: 1
[DEBUG] [2021-07-08 17:21:48] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 816, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-08 17:21:48] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:48] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 816, groupId: 1
[DEBUG] [2021-07-08 17:21:48] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 816, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-08 17:21:48] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:21:48] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@8c7b94d]
[DEBUG] [2021-07-08 17:21:48] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:21:48] LogFormatUtils.traceDebug(91) | POST "/v1/chain/initHead?user_id=seller&id=714938432&time=20210701&location=C10&token=998244360987710480", parameters={masked}
[DEBUG] [2021-07-08 17:21:48] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.ChainController#initHead(String, String, String, String, String)
[INFO] [2021-07-08 17:21:48] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x3d1725a37bf0ecd9fef2e75e661197d35386d817
[DEBUG] [2021-07-08 17:21:48] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:21:48] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:21:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 180024f163d547c0aa0ad2451e33f941, msgType : 18
[DEBUG] [2021-07-08 17:21:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d56d252b5fb045edb55dc44c86c8a12f, msgType : 18
[DEBUG] [2021-07-08 17:21:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 79ba1c38906b4871823e6f0943eb02da, msgType : 18
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 66956dd1dee843ccb7e3685cb424a1bb, msgType : 19
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7cb530a346774a88993f3c24ccee5311, msgType : 19
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 79ba1c38906b4871823e6f0943eb02da, msgType : 4096
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:49] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 817, groupId: 1
[DEBUG] [2021-07-08 17:21:49] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 817, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-08 17:21:49] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 817, groupId: 1
[DEBUG] [2021-07-08 17:21:49] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 817, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-08 17:21:49] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:21:49] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@12512c02]
[DEBUG] [2021-07-08 17:21:49] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:21:49] LogFormatUtils.traceDebug(91) | POST "/v1/chain/giveRight?from=seller&to=port&id=714938432&token=998244360987710480", parameters={masked}
[DEBUG] [2021-07-08 17:21:49] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.ChainController#giveRight(String, String, String, String)
[INFO] [2021-07-08 17:21:49] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x3d1725a37bf0ecd9fef2e75e661197d35386d817
[DEBUG] [2021-07-08 17:21:49] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:21:49] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 94b09851f4514d7488163137a830d514, msgType : 18
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 34ea12934e9a4a82826113a58da6b48e, msgType : 18
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:49] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 818, groupId: 1
[DEBUG] [2021-07-08 17:21:49] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 818, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:49] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 818, groupId: 1
[DEBUG] [2021-07-08 17:21:49] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 818, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 34ea12934e9a4a82826113a58da6b48e, msgType : 4096
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:49] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:21:49] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@6f088dd6]
[DEBUG] [2021-07-08 17:21:49] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:21:49] LogFormatUtils.traceDebug(91) | POST "/v1/chain/giveRight?from=seller&to=port2&id=714938432&token=998244360987710480", parameters={masked}
[DEBUG] [2021-07-08 17:21:49] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.ChainController#giveRight(String, String, String, String)
[INFO] [2021-07-08 17:21:49] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x3d1725a37bf0ecd9fef2e75e661197d35386d817
[DEBUG] [2021-07-08 17:21:49] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:21:49] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a375a4a0e52940d5ae4e9d53703310cf, msgType : 18
[DEBUG] [2021-07-08 17:21:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 833789f739b1497bbd7387c9e6d472ab, msgType : 18
[DEBUG] [2021-07-08 17:21:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:50] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 833789f739b1497bbd7387c9e6d472ab, msgType : 4096
[DEBUG] [2021-07-08 17:21:50] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:50] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 819, groupId: 1
[DEBUG] [2021-07-08 17:21:50] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 819, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-08 17:21:50] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:21:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:50] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@14cdac0]
[DEBUG] [2021-07-08 17:21:50] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 819, groupId: 1
